Year,State,Data Status,Rev_Thousand Dollars,Sales_Megawatthours,Customers_Count,Price_Cents/kWh
2013,RI,Final,481013,3164692,438199,15.2
2013,SC,Final,3455720,28812518,2135430,11.99
2013,SD,Final,494855,4824150,381075,10.26
2013,TN,Final,4083088,40905924,2738542,9.98
2013,TX,Final,15926136,140272607,9954290,11.35
2013,UT,Final,974822,9401748,981193,10.37
2013,VA,Final,4924510,45416253,3273501,10.84
2013,VT,Final,364245,2125435,311306,17.14
2013,WA,Final,3129362,35983486,2880006,8.7
2013,WI,Final,2993098,22095922,2619665,13.55
2013,WV,Final,1103102,11581825,863641,9.52
2013,WY,Final,287380,2829496,263609,10.16
2013,US,Final,169130640,1394812129,127776941,12.13
2012,AK,Final,386303,2160196,275403,17.88
2012,AL,Final,3491380,30632261,2150975,11.4
2012,AR,Final,1664697,17909302,1332153,9.3
2012,AZ,Final,3718357,32922968,2585636,11.29
2012,CA,Final,13821566,90109993,13101882,15.34
2012,CO,Final,2087890,18220367,2149635,11.46
2012,CT,Final,2212594,12757634,1454650,17.34
2012,DC,Final,245941,2002527,231550,12.28
2012,DE,Final,614036,4521683,399998,13.58
2012,FL,Final,12806821,112127057,8645205,11.42
2012,GA,Final,5996286,53660168,4071476,11.17
2012,HI,Final,1022946,2739297,419611,37.34
2012,IA,Final,1513374,13987612,1334585,10.82
2012,ID,Final,707180,8159348,673366,8.67
2012,IL,Final,5335086,46901870,5098645,11.37
2012,IN,Final,3469891,32963523,2755594,10.53
2012,KS,Final,1551103,13796680,1217252,11.24
2012,KY,Final,2460675,26096708,1924644,9.43
2012,LA,Final,2514353,30026589,1995660,8.37
2012,MA,Final,3029291,20313468,2699140,14.91
2012,MD,Final,3424556,26678158,2212286,12.84
2012,ME,Final,656821,4480734,703769,14.66
2012,MI,Final,4871034,34461140,4250621,14.13
2012,MN,Final,2504490,22059632,2317334,11.35
2012,MO,Final,3491828,34336617,2699282,10.17
2012,MS,Final,1846708,17992708,1256392,10.26
2012,MT,Final,481814,4778364,473032,10.08
2012,NC,Final,5962720,54671520,4230585,10.91
2012,ND,Final,406332,4484757,342549,9.06
2012,NE,Final,972315,9680142,806519,10.04
2012,NH,Final,713388,4439207,601696,16.07
2012,NJ,Final,4523771,28662958,3455303,15.78
2012,NM,Final,769382,6763819,859281,11.37
2012,NV,Final,1433833,12122718,1080581,11.83
2012,NY,Final,8929713,50691505,7010736,17.62
2012,OH,Final,6148488,52287770,4869300,11.76
2012,OK,Final,2168291,22809680,1679294,9.51
2012,OR,Final,1848670,18854658,1642442,9.8
2012,PA,Final,6741628,52876058,5261382,12.75
2012,RI,Final,449603,3121368,435448,14.4
2012,SC,Final,3338100,28366261,2113144,11.77
2012,SD,Final,448375,4453731,378628,10.07
2012,TN,Final,4015594,39753632,2721098,10.1
2012,TX,Final,15087709,137411633,9802102,10.98
2012,UT,Final,912330,9188204,966061,9.93
2012,VA,Final,4822892,43534675,3248516,11.08
2012,VT,Final,356324,2095281,309019,17.01
2012,WA,Final,3028282,35510961,2852758,8.53
2012,WI,Final,2905404,22026353,2609167,13.19
2012,WV,Final,1102690,11194679,865674,9.85
2012,WY,Final,267507,2716530,261191,9.85
2012,US,Final,163280362,1374514704,126832252,11.88
2011,AK,Final,376006,2134424,273851,17.62
2011,AL,Final,3661469,33002816,2142627,11.09
2011,AR,Final,1693836,18787349,1328285,9.02
2011,AZ,Final,3666153,33079074,2575586,11.08
2011,CA,Final,13060946,88398417,13002978,14.78
2011,CO,Final,2059152,18276798,2141778,11.27
2011,CT,Final,2338981,12918796,1453863,18.11
2011,DC,Final,276154,2061390,229450,13.4
2011,DE,Final,634569,4632094,398109,13.7
2011,FL,Final,13388982,116341104,8575892,11.51
2011,GA,Final,6383600,57749519,4056148,11.05
2011,HI,Final,1015684,2928742,417531,34.68
2011,IA,Final,1499147,14326772,1329901,10.46
2011,ID,Final,660576,8389867,667242,7.87
2011,IL,Final,5545106,47057002,5089454,11.78
2011,IN,Final,3410414,33912096,2744889,10.06
2011,KS,Final,1527024,14343749,1215409,10.65
2011,KY,Final,2502966,27197835,1928527,9.2
2011,LA,Final,2869880,32019040,1979175,8.96
2011,MA,Final,3003305,20472511,2693553,14.67
2011,MD,Final,3634387,27295675,2208014,13.31
2011,ME,Final,674079,4381538,701335,15.38
2011,MI,Final,4621168,34811336,4249132,13.27
2011,MN,Final,2469485,22523728,2308728,10.96
2011,MO,Final,3502912,35941242,2693269,9.75
2011,MS,Final,1966086,19336429,1251639,10.17
2011,MT,Final,479166,4913110,469961,9.75
2011,NC,Final,5954616,58055879,4201897,10.26
2011,ND,Final,390774,4552229,330738,8.58
2011,NE,Final,927342,9946975,805670,9.32
2011,NH,Final,735832,4454087,599531,16.52
2011,NJ,Final,4772505,29398872,3457325,16.23
2011,NM,Final,755856,6873749,856128,11.0
2011,NV,Final,1334069,11493280,1067943,11.61
2011,NY,Final,9356965,51239599,6987631,18.26
2011,OH,Final,6133425,53687112,4874489,11.42
2011,OK,Final,2313031,24425026,1667223,9.47
2011,OR,Final,1852603,19429175,1633546,9.54
2011,PA,Final,7265436,54795632,5249831,13.26
2011,RI,Final,448529,3129446,432430,14.33
2011,SC,Final,3404929,30801730,2101584,11.05
2011,SD,Final,434655,4646384,374259,9.35
2011,TN,Final,4298019,43067861,2708120,9.98
2011,TX,Final,16141983,145654227,9621480,11.08
2011,UT,Final,801965,8946739,946470,8.96
2011,VA,Final,4871348,45771145,3225396,10.64
2011,VT,Final,345525,2124533,308993,16.26
2011,WA,Final,3010493,36376143,2837627,8.28
2011,WI,Final,2884512,22149941,2601870,13.02
2011,WV,Final,1103042,11746152,868037,9.39
2011,WY,Final,255263,2802726,258528,9.11
2011,US,Final,166713950,1422801095,126143072,11.72
2010,AK,Final,340338,2093216,271955,16.26
2010,AL,Final,3790733,35529292,2138905,10.67
2010,AR,Final,1702938,19230962,1322833,8.86
2010,AZ,Final,3558161,32448138,2554212,10.97
2010,CA,Final,12873565,87256946,12947913,14.75
2010,CO,Final,1997856,18102386,2128503,11.04
2010,CT,Final,2514465,13065273,1451806,19.25
2010,DC,Final,297450,2123312,227549,14.01
2010,DE,Final,657104,4759973,396113,13.8
2010,FL,Final,13982243,122244650,8529202,11.44
2010,GA,Final,6198369,61554497,4054134,10.07
2010,HI,Final,840073,2989499,414568,28.1
2010,IA,Final,1516863,14554887,1327892,10.42
2010,ID,Final,649759,8136734,664716,7.99
2010,IL,Final,5599018,48582986,5070047,11.52
2010,IN,Final,3350354,35058372,2742783,9.56
2010,KS,Final,1437102,14334088,1213026,10.03
2010,KY,Final,2496770,29136518,1930664,8.57
2010,LA,Final,2935167,32678932,1973172,8.98
2010,MA,Final,3124528,21409003,2674717,14.59
2010,MD,Final,4142934,28934072,2200368,14.32
2010,ME,Final,687036,4371835,699624,15.72
2010,MI,Final,4320775,34680715,4245155,12.46
2010,MN,Final,2379113,22464797,2300289,10.59
2010,MO,Final,3385583,37302279,2695792,9.08
2010,MS,Final,1991611,20174826,1250147,9.87
2010,MT,Final,434420,4742795,467878,9.16
2010,NC,Final,6288492,62160106,4185534,10.12
2010,ND,Final,357052,4392596,326408,8.13
2010,NE,Final,903393,10106673,801099,8.94
2010,NH,Final,732038,4485468,597409,16.32
2010,NJ,Final,5021995,30307269,3454840,16.57
2010,NM,Final,710548,6752473,853808,10.52
2010,NV,Final,1435699,11614669,1058518,12.36
2010,NY,Final,9547885,50945649,6954906,18.74
2010,OH,Final,6161972,54474377,4877214,11.31
2010,OK,Final,2164329,23688862,1660646,9.14
2010,OR,Final,1671728,18838666,1629075,8.87
2010,PA,Final,7017224,55252836,5244274,12.7
2010,RI,Final,496481,3117809,430623,15.92
2010,SC,Final,3449574,32852087,2089299,10.5
2010,SD,Final,415336,4628124,370565,8.97
2010,TN,Final,4172362,45191029,2704051,9.23
2010,TX,Final,15905878,137161401,9536767,11.6
2010,UT,Final,769145,8834229,936600,8.71
2010,VA,Final,5061604,48438958,3258964,10.45
2010,VT,Final,331392,2127935,307837,15.57
2010,WA,Final,2805590,34906925,2825279,8.04
2010,WI,Final,2820621,22299493,2594695,12.65
2010,WV,Final,1094175,12442583,867947,8.79
2010,WY,Final,239197,2727203,257448,8.77
2010,US,Final,166778038,1445708403,125717767,11.54
